Collection Time,Status,CPU (%),Memory (%),Disk Used (%),Reason
May 6 2022 6:15:45 PM PDT,Up,38.75,74,72.03,-
May 6 2022 6:14:45 PM PDT,Up,33.38,81.37,72.03,-
May 6 2022 6:13:44 PM PDT,Up,36.88,76.78,72.03,-
May 6 2022 6:12:44 PM PDT,Up,32.88,73.36,72.03,-
May 6 2022 6:11:44 PM PDT,Up,29.13,83.64,72.03,-
May 6 2022 6:10:44 PM PDT,Up,31.88,83.29,72.03,-
May 6 2022 6:09:45 PM PDT,Up,29.75,79.53,72.03,-
May 6 2022 6:08:44 PM PDT,Up,32.25,76.58,72.03,-
May 6 2022 6:07:44 PM PDT,Up,34.25,75.64,72.03,-
May 6 2022 6:06:44 PM PDT,Up,36.38,82.67,72.02,-
May 6 2022 6:05:45 PM PDT,Up,32.75,77.42,72.02,-
May 6 2022 6:04:47 PM PDT,Up,31,74.43,72.02,-
May 6 2022 6:03:44 PM PDT,Up,35.13,83.16,72.02,-
May 6 2022 6:02:44 PM PDT,Up,33.25,78.68,72.01,-
May 6 2022 6:01:44 PM PDT,Up,35.25,74.83,72.01,-
May 6 2022 6:00:46 PM PDT,Up,34,72.75,72.01,-
May 6 2022 5:59:45 PM PDT,Up,30.38,83.12,72.01,-
May 6 2022 5:58:44 PM PDT,Up,31,79.41,72,-
May 6 2022 5:57:45 PM PDT,Up,34.38,75.5,72,-
May 6 2022 5:56:46 PM PDT,Up,31,83.94,72,-
May 6 2022 5:55:44 PM PDT,Up,33.13,80.44,72,-
May 6 2022 5:54:44 PM PDT,Up,30.63,78.09,71.99,-
May 6 2022 5:53:44 PM PDT,Up,34.38,75.34,72,-
May 6 2022 5:52:45 PM PDT,Up,29.63,84.4,72,-
May 6 2022 5:51:44 PM PDT,Up,32.63,80.68,71.99,-
May 6 2022 5:50:45 PM PDT,Up,33.38,77.38,71.99,-
May 6 2022 5:49:44 PM PDT,Up,32.5,80.96,71.99,-
May 6 2022 5:48:44 PM PDT,Up,32.5,76.26,71.99,-
May 6 2022 5:47:46 PM PDT,Up,32.88,84.07,71.98,-
May 6 2022 5:46:45 PM PDT,Up,38.38,82.48,71.98,-
May 6 2022 5:45:44 PM PDT,Up,32.13,77.38,71.98,-
May 6 2022 5:44:44 PM PDT,Up,27.25,74.41,71.98,-
May 6 2022 5:43:44 PM PDT,Up,28.88,83.82,71.97,-
May 6 2022 5:42:45 PM PDT,Up,27.25,82.08,71.97,-
May 6 2022 5:41:44 PM PDT,Up,29.13,79.11,71.97,-
May 6 2022 5:40:44 PM PDT,Up,28.5,76.4,71.97,-
May 6 2022 5:39:44 PM PDT,Up,28.5,73.52,71.96,-
May 6 2022 5:38:44 PM PDT,Up,30.13,82.98,71.96,-
May 6 2022 5:37:44 PM PDT,Up,31.88,79.48,71.96,-
May 6 2022 5:36:44 PM PDT,Up,28.25,76.99,71.96,-
May 6 2022 5:35:44 PM PDT,Up,33,75.01,71.96,-
May 6 2022 5:34:45 PM PDT,Up,30.88,80.29,71.96,-
May 6 2022 5:33:44 PM PDT,Up,38.63,76.82,71.96,-
May 6 2022 5:32:44 PM PDT,Up,36.5,73.07,71.96,-
May 6 2022 5:31:46 PM PDT,Up,31.63,81.6,71.95,-
May 6 2022 5:30:45 PM PDT,Up,32.13,78.5,71.95,-
May 6 2022 5:29:44 PM PDT,Up,31.88,74.69,71.95,-
May 6 2022 5:28:44 PM PDT,Up,32.88,82.09,71.95,-
May 6 2022 5:27:44 PM PDT,Up,28.88,77.6,71.94,-
May 6 2022 5:26:44 PM PDT,Up,33.13,75.43,71.94,-
May 6 2022 5:25:45 PM PDT,Up,27.5,72.77,71.94,-
May 6 2022 5:24:44 PM PDT,Up,26.88,83.7,71.94,-
May 6 2022 5:23:44 PM PDT,Up,31.38,81.88,71.93,-
May 6 2022 5:22:43 PM PDT,Up,32.25,78.58,71.93,-
May 6 2022 5:21:44 PM PDT,Up,32.38,75.18,71.93,-
May 6 2022 5:20:44 PM PDT,Up,30.63,83.17,71.93,-
May 6 2022 5:19:45 PM PDT,Up,33.5,78.83,71.93,-
May 6 2022 5:18:44 PM PDT,Up,33,74.25,71.93,-
May 6 2022 5:17:44 PM PDT,Up,30,81.26,71.93,-
May 6 2022 5:16:44 PM PDT,Up,30.75,76.92,71.93,-
May 6 2022 5:15:47 PM PDT,Up,34.13,72.78,71.93,-
May 6 2022 5:14:44 PM PDT,Up,35.38,80.61,71.92,-
May 6 2022 5:13:44 PM PDT,Up,35,76,71.92,-
May 6 2022 5:12:45 PM PDT,Up,30.5,71.99,71.92,-
May 6 2022 5:11:44 PM PDT,Up,27.88,81.63,71.92,-
May 6 2022 5:10:44 PM PDT,Up,28.25,79.79,71.91,-
May 6 2022 5:09:44 PM PDT,Up,28.5,75.79,71.91,-
May 6 2022 5:08:44 PM PDT,Up,26.13,72.66,71.91,-
May 6 2022 5:07:44 PM PDT,Up,28.5,71.05,71.91,-
May 6 2022 5:06:45 PM PDT,Up,31.88,80.26,71.91,-
May 6 2022 5:05:44 PM PDT,Up,30.13,76.93,71.9,-
May 6 2022 5:04:44 PM PDT,Up,31.63,73.37,71.9,-
May 6 2022 5:03:44 PM PDT,Up,27.88,82.03,71.9,-
May 6 2022 5:02:44 PM PDT,Up,31.38,79.07,71.9,-
May 6 2022 5:01:44 PM PDT,Up,32,75.46,71.89,-
May 6 2022 5:00:46 PM PDT,Up,34.5,82.66,71.89,-
May 6 2022 4:59:47 PM PDT,Up,24,80.07,71.89,-
May 6 2022 4:58:44 PM PDT,Up,28.38,76.02,71.9,-
May 6 2022 4:57:44 PM PDT,Up,29.38,75.04,71.89,-
May 6 2022 4:56:44 PM PDT,Up,30.88,74.29,71.89,-
May 6 2022 4:55:44 PM PDT,Up,26.63,71.45,71.89,-
May 6 2022 4:54:43 PM PDT,Up,28.25,81.91,71.89,-
May 6 2022 4:53:44 PM PDT,Up,24,78.86,71.89,-
May 6 2022 4:52:44 PM PDT,Up,24.75,77.32,71.88,-
May 6 2022 4:51:44 PM PDT,Up,23.5,76.49,71.88,-
May 6 2022 4:50:44 PM PDT,Up,31.13,75.12,71.88,-
May 6 2022 4:49:44 PM PDT,Up,29.38,71.94,71.88,-
May 6 2022 4:48:44 PM PDT,Up,28.38,79.99,71.87,-
May 6 2022 4:47:44 PM PDT,Up,23.75,74.97,71.87,-
May 6 2022 4:46:44 PM PDT,Up,29.13,72.19,71.87,-
May 6 2022 4:45:44 PM PDT,Up,24.38,83.94,71.87,-
May 6 2022 4:44:44 PM PDT,Up,23,82.97,71.87,-
May 6 2022 4:43:46 PM PDT,Up,21.75,81,71.87,-
May 6 2022 4:42:44 PM PDT,Up,24,79.16,71.86,-
May 6 2022 4:41:44 PM PDT,Up,27.63,77.58,71.86,-
May 6 2022 4:40:44 PM PDT,Up,23.13,75.81,71.86,-
May 6 2022 4:39:44 PM PDT,Up,29.75,74.82,71.99,-
May 6 2022 4:38:43 PM PDT,Up,24.75,73.65,71.87,-
May 6 2022 4:37:44 PM PDT,Up,23.13,83.89,71.86,-
May 6 2022 4:36:44 PM PDT,Up,28.63,82.14,71.86,-
May 6 2022 4:35:45 PM PDT,Up,25.63,79.84,71.86,-
May 6 2022 4:34:44 PM PDT,Up,23.13,77.11,71.86,-
May 6 2022 4:33:44 PM PDT,Up,32.63,75.15,71.86,-
May 6 2022 4:32:45 PM PDT,Up,27.63,82.72,71.85,-
May 6 2022 4:31:45 PM PDT,Up,31.25,79.87,71.85,-
May 6 2022 4:30:45 PM PDT,Up,29.75,77.38,71.85,-
May 6 2022 4:29:44 PM PDT,Up,22.5,73.45,71.85,-
May 6 2022 4:28:43 PM PDT,Up,26.25,70.21,71.85,-
May 6 2022 4:27:44 PM PDT,Up,27.13,81.76,71.84,-
May 6 2022 4:26:46 PM PDT,Up,22.63,80.55,71.84,-
May 6 2022 4:25:45 PM PDT,Up,22.25,80.11,71.84,-
May 6 2022 4:24:45 PM PDT,Up,18.38,78.44,71.85,-
May 6 2022 4:23:44 PM PDT,Up,20.75,75.7,71.85,-
May 6 2022 4:22:45 PM PDT,Up,23.38,73.33,71.84,-
May 6 2022 4:21:44 PM PDT,Up,27.13,72.5,71.84,-
May 6 2022 4:20:45 PM PDT,Up,28.75,82.96,71.84,-
May 6 2022 4:19:44 PM PDT,Up,23.63,80.17,71.84,-
May 6 2022 4:18:43 PM PDT,Up,25.25,78.26,71.84,-
May 6 2022 4:17:43 PM PDT,Up,21.5,75.15,71.83,-
May 6 2022 4:16:43 PM PDT,Up,26.25,72.73,71.83,-
May 6 2022 4:15:44 PM PDT,Up,22.88,83.74,71.83,-
May 6 2022 4:14:43 PM PDT,Up,21.13,80.8,71.83,-
May 6 2022 4:13:44 PM PDT,Up,24.75,79.06,71.83,-
May 6 2022 4:12:44 PM PDT,Up,22.75,77.71,71.82,-
May 6 2022 4:11:44 PM PDT,Up,25.38,75.75,71.82,-
May 6 2022 4:10:45 PM PDT,Up,23.38,73.89,71.82,-
May 6 2022 4:09:43 PM PDT,Up,21.13,72.11,71.82,-
May 6 2022 4:08:43 PM PDT,Up,26.5,70.08,71.82,-
May 6 2022 4:07:43 PM PDT,Up,25.88,82.5,71.81,-
May 6 2022 4:06:44 PM PDT,Up,28.38,79.6,71.81,-
May 6 2022 4:05:44 PM PDT,Up,25.75,77.9,71.81,-
May 6 2022 4:04:44 PM PDT,Up,25.88,73.9,71.81,-
May 6 2022 4:03:44 PM PDT,Up,22.63,71.7,71.82,-
May 6 2022 4:02:43 PM PDT,Up,24,83.05,71.82,-
May 6 2022 4:01:44 PM PDT,Up,25.88,80.82,71.81,-
May 6 2022 4:00:44 PM PDT,Up,25.75,79.92,71.81,-
May 6 2022 3:59:44 PM PDT,Up,29.88,79.43,71.81,-
May 6 2022 3:58:44 PM PDT,Up,22.63,79.47,71.81,-
May 6 2022 3:57:44 PM PDT,Up,19.5,78.39,71.81,-
May 6 2022 3:56:45 PM PDT,Up,21,77.08,71.81,-
May 6 2022 3:55:45 PM PDT,Up,23.88,75.81,71.8,-
May 6 2022 3:54:43 PM PDT,Up,23.88,72.69,71.8,-
May 6 2022 3:53:43 PM PDT,Up,24.13,70.94,71.8,-
May 6 2022 3:52:45 PM PDT,Up,23.75,82.45,71.8,-
May 6 2022 3:51:44 PM PDT,Up,24.13,82.23,71.79,-
May 6 2022 3:50:44 PM PDT,Up,21.88,81.25,71.79,-
May 6 2022 3:49:44 PM PDT,Up,22.25,79.78,71.79,-
May 6 2022 3:48:44 PM PDT,Up,21,75.3,71.79,-
May 6 2022 3:47:44 PM PDT,Up,23.88,73.62,71.79,-
May 6 2022 3:46:43 PM PDT,Up,26,70.6,71.79,-
May 6 2022 3:45:45 PM PDT,Up,24.38,82.77,71.78,-
May 6 2022 3:44:44 PM PDT,Up,25.25,83.52,71.78,-
May 6 2022 3:43:43 PM PDT,Up,25.75,82.48,71.79,-
May 6 2022 3:42:45 PM PDT,Up,23.13,81.27,71.78,-
May 6 2022 3:41:44 PM PDT,Up,24.5,79.44,71.78,-
May 6 2022 3:40:44 PM PDT,Up,26.38,77.82,71.78,-
May 6 2022 3:39:44 PM PDT,Up,24.13,77.57,71.78,-
May 6 2022 3:38:45 PM PDT,Up,24,75.01,71.78,-
May 6 2022 3:37:44 PM PDT,Up,22.13,72.76,71.78,-
May 6 2022 3:36:44 PM PDT,Up,22.63,72.57,71.77,-
May 6 2022 3:35:44 PM PDT,Up,24.25,83.5,71.77,-
May 6 2022 3:34:44 PM PDT,Up,24.75,81.08,71.77,-
May 6 2022 3:33:43 PM PDT,Up,23.88,79.56,71.77,-
May 6 2022 3:32:45 PM PDT,Up,30.75,78.26,71.77,-
May 6 2022 3:31:44 PM PDT,Up,22.13,76.49,71.77,-
May 6 2022 3:30:44 PM PDT,Up,22.5,73.26,71.77,-
May 6 2022 3:29:44 PM PDT,Up,20.88,72.02,71.77,-
May 6 2022 3:28:43 PM PDT,Up,25,70.78,71.77,-
May 6 2022 3:27:44 PM PDT,Up,26.38,83.84,71.77,-
May 6 2022 3:26:44 PM PDT,Up,24.13,80.52,71.77,-
May 6 2022 3:25:44 PM PDT,Up,22,79.47,71.76,-
May 6 2022 3:24:43 PM PDT,Up,23.5,78.6,71.76,-
May 6 2022 3:23:44 PM PDT,Up,19.63,76.93,71.76,-
May 6 2022 3:22:45 PM PDT,Up,22.5,75.7,71.76,-
May 6 2022 3:21:44 PM PDT,Up,20.75,75.63,71.76,-
May 6 2022 3:20:44 PM PDT,Up,25,74.17,71.76,-
May 6 2022 3:19:44 PM PDT,Up,26.88,72.8,71.76,-
May 6 2022 3:18:44 PM PDT,Up,22.5,84.01,71.76,-
May 6 2022 3:17:44 PM PDT,Up,25,81.69,71.75,-
May 6 2022 3:16:44 PM PDT,Up,22.75,79.38,71.75,-
May 6 2022 3:15:44 PM PDT,Up,23,78.06,71.75,-
May 6 2022 3:14:44 PM PDT,Up,22.63,76.3,71.75,-
May 6 2022 3:13:43 PM PDT,Up,23.25,74.06,71.75,-
May 6 2022 3:12:44 PM PDT,Up,23.5,72.61,71.74,-
May 6 2022 3:11:43 PM PDT,Up,27.25,70.97,71.74,-
May 6 2022 3:10:44 PM PDT,Up,21.25,83,71.74,-
May 6 2022 3:09:44 PM PDT,Up,21.88,81.86,71.74,-
May 6 2022 3:08:44 PM PDT,Up,22,81.29,71.75,-
May 6 2022 3:07:44 PM PDT,Up,23.88,79.01,71.75,-
May 6 2022 3:06:45 PM PDT,Up,24.75,76.7,71.75,-
May 6 2022 3:05:44 PM PDT,Up,23.75,75.31,71.74,-
May 6 2022 3:04:44 PM PDT,Up,26,72.85,71.74,-
May 6 2022 3:03:44 PM PDT,Up,29.88,70.72,71.74,-
May 6 2022 3:02:45 PM PDT,Up,26,82.79,71.74,-
May 6 2022 3:01:44 PM PDT,Up,26.38,81.46,71.74,-
May 6 2022 3:00:44 PM PDT,Up,24.63,79.75,71.73,-
May 6 2022 2:59:44 PM PDT,Up,21.88,77.63,71.73,-
May 6 2022 2:58:44 PM PDT,Up,19.5,75.26,71.73,-
May 6 2022 2:57:44 PM PDT,Up,23.63,74,71.73,-
May 6 2022 2:56:44 PM PDT,Up,22.75,72.02,71.73,-
May 6 2022 2:55:44 PM PDT,Up,27,83.91,71.72,-
May 6 2022 2:54:44 PM PDT,Up,24.63,82.36,71.72,-
May 6 2022 2:53:44 PM PDT,Up,19.5,81.75,71.72,-
May 6 2022 2:52:43 PM PDT,Up,23.38,79.18,71.72,-
May 6 2022 2:51:44 PM PDT,Up,22.25,78.14,71.72,-
May 6 2022 2:50:45 PM PDT,Up,26.75,77.54,71.72,-
May 6 2022 2:49:44 PM PDT,Up,21.5,74.04,71.71,-
May 6 2022 2:48:43 PM PDT,Up,24.5,71.83,71.71,-
May 6 2022 2:47:43 PM PDT,Up,23.13,83.83,71.71,-
May 6 2022 2:46:44 PM PDT,Up,21.75,83.17,71.71,-
May 6 2022 2:45:44 PM PDT,Up,20.88,83.15,71.71,-
May 6 2022 2:44:44 PM PDT,Up,23.5,79.56,71.71,-
May 6 2022 2:43:44 PM PDT,Up,25,78.67,71.71,-
May 6 2022 2:42:44 PM PDT,Up,22.75,76.84,71.71,-
May 6 2022 2:41:44 PM PDT,Up,25.38,75.55,71.71,-
May 6 2022 2:40:45 PM PDT,Up,25.5,73.78,71.7,-
May 6 2022 2:39:44 PM PDT,Up,21.38,72.4,71.82,-
May 6 2022 2:38:43 PM PDT,Up,23.5,71.69,71.7,-
May 6 2022 2:37:44 PM PDT,Up,26.75,70.94,71.7,-
May 6 2022 2:36:44 PM PDT,Up,21.13,82.64,71.7,-
May 6 2022 2:35:45 PM PDT,Up,20.88,81.64,71.7,-
May 6 2022 2:34:44 PM PDT,Up,20.75,78.83,71.7,-
May 6 2022 2:33:46 PM PDT,Up,26.25,77.15,71.7,-
May 6 2022 2:32:44 PM PDT,Up,28.63,76.14,71.7,-
May 6 2022 2:31:44 PM PDT,Up,22.38,73.92,71.69,-
May 6 2022 2:30:44 PM PDT,Up,23.38,71.49,71.69,-
May 6 2022 2:29:43 PM PDT,Up,23.88,83.6,71.7,-
May 6 2022 2:28:43 PM PDT,Up,20.88,82.1,71.7,-
May 6 2022 2:27:44 PM PDT,Up,20,81.26,71.7,-
May 6 2022 2:26:43 PM PDT,Up,23.75,79.68,71.69,-
May 6 2022 2:25:44 PM PDT,Up,24.25,79.66,71.69,-
May 6 2022 2:24:44 PM PDT,Up,23.38,78.08,71.69,-
May 6 2022 2:23:44 PM PDT,Up,25.5,76.01,71.69,-
May 6 2022 2:22:44 PM PDT,Up,25.63,75.17,71.69,-
May 6 2022 2:21:44 PM PDT,Up,22,74.5,71.69,-
May 6 2022 2:20:44 PM PDT,Up,27.88,72.72,71.68,-
May 6 2022 2:19:44 PM PDT,Up,25.38,82.7,71.68,-
May 6 2022 2:18:43 PM PDT,Up,26.25,80.67,71.68,-
May 6 2022 2:17:45 PM PDT,Up,24.88,78.06,71.68,-
May 6 2022 2:16:44 PM PDT,Up,25.88,76.05,71.68,-
May 6 2022 2:15:44 PM PDT,Up,23.5,75.22,71.67,-
May 6 2022 2:14:44 PM PDT,Up,23.5,73.46,71.67,-
May 6 2022 2:13:44 PM PDT,Up,25.63,71.27,71.67,-
May 6 2022 2:12:43 PM PDT,Up,25.38,83.28,71.67,-
May 6 2022 2:11:44 PM PDT,Up,24.88,81.49,71.67,-
May 6 2022 2:10:44 PM PDT,Up,24.88,80.66,71.66,-
May 6 2022 2:09:43 PM PDT,Up,27.88,79.55,71.66,-
May 6 2022 2:08:44 PM PDT,Up,27.13,78.5,71.66,-
May 6 2022 2:07:44 PM PDT,Up,25.13,77.05,71.67,-
May 6 2022 2:06:44 PM PDT,Up,30.38,74.56,71.67,-
May 6 2022 2:05:45 PM PDT,Up,30.38,72.06,71.67,-
May 6 2022 2:04:44 PM PDT,Up,27.63,82.57,71.66,-
May 6 2022 2:03:44 PM PDT,Up,29.75,80.16,71.66,-
May 6 2022 2:02:44 PM PDT,Up,24.5,78.08,71.66,-
May 6 2022 2:01:45 PM PDT,Up,28,77.07,71.66,-
May 6 2022 2:00:45 PM PDT,Up,29.75,74.64,71.66,-
May 6 2022 1:59:43 PM PDT,Up,28.25,73.23,71.66,-
May 6 2022 1:58:44 PM PDT,Up,27.75,71.44,71.65,-
May 6 2022 1:57:44 PM PDT,Up,26.25,81.84,71.65,-
May 6 2022 1:56:44 PM PDT,Up,25.88,80.3,71.65,-
May 6 2022 1:55:43 PM PDT,Up,31.38,78.93,71.65,-
May 6 2022 1:54:44 PM PDT,Up,30.38,77.16,71.65,-
May 6 2022 1:53:44 PM PDT,Up,29.63,74.85,71.65,-
May 6 2022 1:52:44 PM PDT,Up,27.38,72.12,71.64,-
May 6 2022 1:51:44 PM PDT,Up,29.38,83.69,71.64,-
May 6 2022 1:50:44 PM PDT,Up,32.63,80.07,71.64,-
May 6 2022 1:49:44 PM PDT,Up,31.88,72.78,71.64,-
May 6 2022 1:48:45 PM PDT,Up,29.5,83.11,71.64,-
May 6 2022 1:47:45 PM PDT,Up,25.5,81.21,71.64,-
May 6 2022 1:46:44 PM PDT,Up,27,79.27,71.64,-
May 6 2022 1:45:47 PM PDT,Up,27.88,77.69,71.64,-
May 6 2022 1:44:44 PM PDT,Up,27.63,75.3,71.64,-
May 6 2022 1:43:44 PM PDT,Up,28.75,73.23,71.63,-
May 6 2022 1:42:44 PM PDT,Up,27.63,71.98,71.63,-
May 6 2022 1:41:43 PM PDT,Up,31.38,70.37,71.63,-
May 6 2022 1:40:45 PM PDT,Up,32,81.42,71.63,-
May 6 2022 1:39:44 PM PDT,Up,31.25,78.85,71.63,-
May 6 2022 1:38:45 PM PDT,Up,31.13,76.07,71.62,-
May 6 2022 1:37:44 PM PDT,Up,29.5,75.45,71.62,-
May 6 2022 1:36:44 PM PDT,Up,28.88,72.54,71.62,-
May 6 2022 1:35:44 PM PDT,Up,28.38,81.57,71.62,-
May 6 2022 1:34:44 PM PDT,Up,30.25,78.73,71.62,-
May 6 2022 1:33:44 PM PDT,Up,33.38,74.77,71.61,-
May 6 2022 1:32:45 PM PDT,Up,36.25,70.44,71.61,-
May 6 2022 1:31:44 PM PDT,Up,35.63,82.96,71.61,-
May 6 2022 1:30:45 PM PDT,Up,38.63,81.46,71.61,-
May 6 2022 1:29:47 PM PDT,Up,29.88,76.03,71.61,-
May 6 2022 1:28:44 PM PDT,Up,35.13,73.93,71.61,-
May 6 2022 1:27:45 PM PDT,Up,35,83.38,71.61,-
May 6 2022 1:26:45 PM PDT,Up,30,80.4,71.61,-
May 6 2022 1:25:44 PM PDT,Up,34.88,78.94,71.6,-
May 6 2022 1:24:44 PM PDT,Up,34.13,77.6,71.6,-
May 6 2022 1:23:45 PM PDT,Up,31.5,74.09,71.6,-
May 6 2022 1:22:45 PM PDT,Up,30.38,83.47,71.6,-
May 6 2022 1:21:44 PM PDT,Up,28.38,82.43,71.6,-
May 6 2022 1:20:44 PM PDT,Up,36.75,80.82,71.59,-
May 6 2022 1:19:45 PM PDT,Up,26.63,76.55,71.59,-
May 6 2022 1:18:45 PM PDT,Up,36,74.46,71.59,-
May 6 2022 1:17:44 PM PDT,Up,35.38,81.72,71.59,-
May 6 2022 1:16:45 PM PDT,Up,32.75,77.39,71.59,-
May 6 2022 1:15:45 PM PDT,Up,36.13,74.24,71.58,-
May 6 2022 1:14:45 PM PDT,Up,35.38,71.66,71.58,-
May 6 2022 1:13:47 PM PDT,Up,31.5,83.14,71.58,-
May 6 2022 1:12:44 PM PDT,Up,36.13,80.77,71.58,-
May 6 2022 1:11:45 PM PDT,Up,36.63,78.47,71.59,-
May 6 2022 1:10:45 PM PDT,Up,34.75,75.41,71.58,-
May 6 2022 1:09:45 PM PDT,Up,34.38,73.09,71.58,-
May 6 2022 1:08:44 PM PDT,Up,37.38,82.99,71.58,-
May 6 2022 1:07:45 PM PDT,Up,32.88,80.16,71.58,-
May 6 2022 1:06:45 PM PDT,Up,30,77.67,71.57,-
May 6 2022 1:05:44 PM PDT,Up,40.38,75.13,71.57,-
May 6 2022 1:04:45 PM PDT,Up,39.25,79.56,71.57,-
May 6 2022 1:03:44 PM PDT,Up,37.5,73.77,71.57,-
May 6 2022 1:02:45 PM PDT,Up,36.5,70.33,71.56,-
May 6 2022 1:01:45 PM PDT,Up,36.38,79.26,71.56,-
May 6 2022 1:00:44 PM PDT,Up,38.25,74.44,71.56,-
May 6 2022 12:59:45 PM PDT,Up,34.38,71.97,71.56,-
May 6 2022 12:58:44 PM PDT,Up,42,83.08,71.56,-
May 6 2022 12:57:45 PM PDT,Up,36.38,78.88,71.55,-
May 6 2022 12:56:47 PM PDT,Up,35.5,76.51,71.55,-
May 6 2022 12:55:45 PM PDT,Up,40.5,73.06,71.55,-
May 6 2022 12:54:46 PM PDT,Up,32.88,81.61,71.55,-
May 6 2022 12:53:45 PM PDT,Up,36.5,79.14,71.55,-
May 6 2022 12:52:45 PM PDT,Up,37.88,76.43,71.55,-
May 6 2022 12:51:45 PM PDT,Up,36.38,74.06,71.55,-
May 6 2022 12:50:45 PM PDT,Up,41,79.06,71.55,-
May 6 2022 12:49:46 PM PDT,Up,38.75,72.71,71.54,-
May 6 2022 12:48:46 PM PDT,Up,38,80.04,71.54,-
May 6 2022 12:47:43 PM PDT,Up,33.63,74.74,71.54,-
May 6 2022 12:46:45 PM PDT,Up,43.75,71.35,71.54,-
May 6 2022 12:45:46 PM PDT,Up,36.5,79.52,71.53,-
May 6 2022 12:44:44 PM PDT,Up,42.5,76.43,71.53,-
May 6 2022 12:43:45 PM PDT,Up,40,71.03,71.53,-
May 6 2022 12:42:44 PM PDT,Up,39.25,78.58,71.53,-
May 6 2022 12:41:45 PM PDT,Up,37.75,74.47,71.52,-
May 6 2022 12:40:46 PM PDT,Up,42.25,70.67,71.52,-
May 6 2022 12:39:46 PM PDT,Up,38.75,78.35,71.52,-
May 6 2022 12:38:44 PM PDT,Up,37.63,74.18,71.52,-
May 6 2022 12:37:45 PM PDT,Up,37.75,82.28,71.51,-
May 6 2022 12:36:45 PM PDT,Up,43.88,79.62,71.52,-
May 6 2022 12:35:45 PM PDT,Up,58.5,74.85,71.52,-
May 6 2022 12:34:46 PM PDT,Up,62.25,78.09,71.51,-
May 6 2022 12:33:47 PM PDT,Up,66.5,72.62,71.51,-
May 6 2022 12:32:45 PM PDT,Up,60.38,80,71.51,-
May 6 2022 12:31:45 PM PDT,Up,62.13,74.14,71.51,-
May 6 2022 12:30:47 PM PDT,Up,38.38,82.52,71.51,-
May 6 2022 12:29:44 PM PDT,Up,34.88,82.85,71.5,-
May 6 2022 12:28:45 PM PDT,Up,35.5,79.95,71.5,-
May 6 2022 12:27:45 PM PDT,Up,43.25,75.66,71.5,-
May 6 2022 12:26:47 PM PDT,Up,41.75,81.78,71.5,-
May 6 2022 12:25:44 PM PDT,Up,36.5,76.09,71.49,-
May 6 2022 12:24:46 PM PDT,Up,42.25,72.12,71.49,-
May 6 2022 12:23:44 PM PDT,Up,37.88,79.75,71.49,-
May 6 2022 12:22:45 PM PDT,Up,42.13,76.98,71.49,-
May 6 2022 12:21:45 PM PDT,Up,38.63,83.51,71.48,-
May 6 2022 12:20:44 PM PDT,Up,48.25,79.43,71.48,-
May 6 2022 12:19:44 PM PDT,Up,43.25,80.48,71.49,-
May 6 2022 12:18:44 PM PDT,Up,48.75,84.71,71.48,-
May 6 2022 12:17:45 PM PDT,Up,48.13,76.18,71.48,-
May 6 2022 12:16:46 PM PDT,Up,51,80.82,71.48,-
May 6 2022 12:15:47 PM PDT,Up,46.13,75.33,71.48,-
May 6 2022 12:14:45 PM PDT,Up,41,80.52,71.47,-
May 6 2022 12:13:46 PM PDT,Up,37.38,76.6,71.47,-
May 6 2022 12:12:46 PM PDT,Up,40.38,72.48,71.47,-
May 6 2022 12:11:46 PM PDT,Up,40.13,82.97,71.46,-
May 6 2022 12:10:45 PM PDT,Up,42,78.28,71.46,-
May 6 2022 12:09:45 PM PDT,Up,34.75,84.88,71.46,-
May 6 2022 12:08:47 PM PDT,Up,39.13,81.87,71.46,-
May 6 2022 12:07:44 PM PDT,Up,41.38,77.02,71.45,-
May 6 2022 12:06:45 PM PDT,Up,36.13,71.87,71.45,-
May 6 2022 12:05:44 PM PDT,Up,48.63,79.83,71.45,-
May 6 2022 12:04:44 PM PDT,Up,43.13,77.89,71.44,-
May 6 2022 12:03:46 PM PDT,Up,41.5,82.69,71.45,-
May 6 2022 12:02:46 PM PDT,Up,35.5,74.59,71.45,-
May 6 2022 12:01:44 PM PDT,Up,51.5,81.78,71.44,-
May 6 2022 12:00:46 PM PDT,Up,38.38,74.89,71.44,-
May 6 2022 11:59:44 AM PDT,Up,38,71.33,71.44,-
May 6 2022 11:58:44 AM PDT,Up,36.25,80.17,71.44,-
May 6 2022 11:57:44 AM PDT,Up,41.5,76.02,71.43,-
May 6 2022 11:56:45 AM PDT,Up,34.88,82.96,71.43,-
May 6 2022 11:55:44 AM PDT,Up,37.13,77.66,71.43,-
May 6 2022 11:54:44 AM PDT,Up,42.63,73.01,71.43,-
May 6 2022 11:53:45 AM PDT,Up,40.13,79.13,71.42,-
May 6 2022 11:52:47 AM PDT,Up,37,76.34,71.42,-
May 6 2022 11:51:44 AM PDT,Up,36.63,72.81,71.42,-
May 6 2022 11:50:44 AM PDT,Up,45.25,84.1,71.41,-
May 6 2022 11:49:44 AM PDT,Up,41.88,76.46,71.41,-
May 6 2022 11:48:45 AM PDT,Up,45.5,79.83,71.41,-
May 6 2022 11:47:45 AM PDT,Up,40,83.43,71.41,-
May 6 2022 11:46:45 AM PDT,Up,38.13,76.5,71.41,-
May 6 2022 11:45:45 AM PDT,Up,37.13,83.82,71.41,-
